bikeID,lat,lng
0210103673#,31.3478,121.561484
0210103715#,31.365813,121.432506
0210103818#,31.340033,121.363137
0210103890#,31.335232,121.382685
0210103909#,31.337408,121.443413
0210103945#,31.324572,121.39124
0210103972#,31.345975,121.508792
0210103973#,31.316609,121.316716
0210103992#,31.319512,121.373543
0210104010#,31.316953,121.329956
0210104027#,31.362612,121.413208
0210104031#,31.356394,121.458306
0210104107#,31.339256,121.517539
0210104110#,31.31838,121.542454
0210104186#,31.395661,121.49174
0210104191#,31.333552,121.422251
0210104198#,31.373783,121.246489
0210104199#,31.362285,121.424636
0210104212#,31.340866,121.393389
0210104217#,31.338188,121.396135
0210104343#,31.357127,121.363575
0210104358#,31.337024,121.516573
0210104365#,31.319633,121.443291
0210104366#,31.385486,121.358648
0210104375#,31.319469,121.372815
0210104390#,31.33133,121.535809
0210104395#,31.321444,121.398376
0210104426#,31.328643,121.421246
0210104429#,31.379175,121.425316
0210104435#,31.348071,121.37705
0210104436#,31.325567,121.358941
0210104440#,31.333162,121.477512
0210104442#,31.368758,121.542195
0210104469#,31.318367,121.426749
0210104483#,31.362707,121.414722
0210104487#,31.347919,121.389899
0210104512#,31.332588,121.492078
0210104520#,31.321079,121.334939
0210104521#,31.333408,121.395583
0210104522#,31.381718,121.42226
0210104548#,31.328995,121.553917
0210104581#,31.321967,121.482555
0210104588#,31.3286,121.527151
0210104597#,31.375759,121.376138
0210104598#,31.324912,121.385303
0210104599#,31.332523,121.378782
0210104606#,31.34996,121.494362
0210104612#,31.328745,121.422762
0210104661#,31.344112,121.491437
0210104685#,31.32859,121.523997
0210104696#,31.316972,121.320014
0210104705#,31.346084,121.564946
0210104711#,31.347396,121.494496
0210104743#,31.372817,121.432488
0210104787#,31.325412,121.523236
0210104789#,31.326413,121.378238
0210104813#,31.353051,121.406087
0210104816#,31.368539,121.443035
0210104826#,31.340711,121.504901
0210104828#,31.356836,121.354916
0210104850#,31.346404,121.579478
0210104857#,31.325036,121.527812
0210104858#,31.335499,121.407529
0210104880#,31.358721,121.418463
0210104937#,31.327856,121.582689
0210104968#,31.381527,121.456503
0210104975#,31.336846,121.436422
0210104985#,31.382566,121.384232
0210104989#,31.340535,121.36258
0210104993#,31.324113,121.483292
0210105516#,31.329086,121.512554
0210105563#,31.324674,121.579839
0210105647#,31.323738,121.520269
0210105649#,31.329789,121.452995
0210105658#,31.339181,121.4635
0210105661#,31.332823,121.306226
0210106101#,31.357308,121.362825
0210106143#,31.344651,121.428433
0210106155#,31.338363,121.463509
0210106279#,31.336126,121.527589
0210106303#,31.36233,121.365057
0210106340#,31.366953,121.539758
0210106351#,31.354795,121.165793
0210106356#,31.335378,121.479485
0210106424#,31.396461,121.479939
0210106476#,31.348324,121.572557
0210106521#,31.349478,121.500805
0210106555#,31.361159,121.488266
0210106569#,31.336325,121.419839
0210106573#,31.32468,121.536768
0210106636#,31.331045,121.522566
0210106667#,31.319988,121.371874
0210106673#,31.319435,121.39381
0210106694#,31.363751,121.293574
0210106699#,31.318096,121.426833
0210106701#,31.342428,121.151797
0210106762#,31.321499,121.601945
0210106820#,31.324736,121.567248
0210106885#,31.384036,121.490268
0210107003#,31.375454,121.450454
0210107012#,31.373065,121.484324
0210107029#,31.333924,121.530758
0210107035#,31.334904,121.543906
0210107044#,31.340068,121.413785
0210107132#,31.385353,121.42015
0210107159#,31.35563,121.367293
0210107221#,31.381149,121.491831
0210107296#,31.322729,121.425927
0210107357#,31.330475,121.540106
0210107394#,31.329907,121.365083
0210107465#,31.317068,121.359935
0210107531#,31.335987,121.392037
0210107546#,31.317193,121.227983
0210107617#,31.331353,121.368658
0210107676#,31.328197,121.536656
0210107721#,31.324933,121.407478
0210107797#,31.338811,121.422476
0210107816#,31.333685,121.535891
0210107849#,31.395501,121.453679
0210107967#,31.370511,121.486497
0210108020#,31.328586,121.459128
0210108072#,31.333217,121.54344
0210108122#,31.325931,121.337884
0210108144#,31.355055,121.385138
0210108167#,31.395836,121.470359
0210108212#,31.342998,121.454864
0210108242#,31.34319,121.57374
0210108269#,31.371002,121.509403
0210108274#,31.323085,121.313271
0210108354#,31.330197,121.539958
0210108441#,31.312102,121.160969
0210108449#,31.356184,121.374412
0210108522#,31.337189,121.424938
0210108551#,31.330224,121.455184
0210108560#,31.326464,121.378312
0210108563#,31.359378,121.519885
0210108597#,31.35557,121.155475
0210108650#,31.324928,121.54345
0210108686#,31.359109,121.354913
0210108737#,31.34871,121.509978
0210108794#,31.330564,121.454294
0210108822#,31.323515,121.520013
0210108852#,31.339989,121.319022
0210108884#,31.329646,121.638816
0210108909#,31.350933,121.587388
0210108971#,31.339787,121.52996
0210109011#,31.386128,121.412018
0210109025#,31.368909,121.16666
0210109039#,31.321846,121.471765
0210109066#,31.373635,121.426077
0210109148#,31.348121,121.422161
0210109151#,31.335045,121.500789
0210109157#,31.351868,121.451363
0210109180#,31.355037,121.38477
0210109191#,31.328721,121.595071
0210109197#,31.320486,121.504367
0210109225#,31.354997,121.356141
0210109271#,31.384458,121.442236
0210109274#,31.347647,121.354487
0210109275#,31.352139,121.302178
0210109292#,31.323058,121.505544
0210109303#,31.356562,121.377328
0210109320#,31.377923,121.227687
0210109396#,31.326,121.489738
0210109426#,31.375644,121.364949
0210109439#,31.332408,121.394863
0210109467#,31.383496,121.151365
0210109523#,31.348363,121.573214
0210109582#,31.342242,121.57483
0210109610#,31.333684,121.395925
0210109685#,31.331172,121.373972
0210109722#,31.337218,121.48071
0210109740#,31.343327,121.521317
0210109777#,31.344206,121.482817
0210109781#,31.367573,121.43863
0210109793#,31.387394,121.499899
0210109808#,31.351469,121.405834
0210109817#,31.390889,121.507142
0210109876#,31.318636,121.371561
0210109902#,31.357141,121.359222
0210109918#,31.358362,121.511763
0210110102#,31.329087,121.596312
0210110116#,31.319481,121.539889
0210110199#,31.330772,121.48793
0210110244#,31.386586,121.289367
0210110302#,31.333655,121.530436
0210110342#,31.359614,121.347838
0210110363#,31.36303,121.431233
0210110466#,31.335754,121.505698
0210110564#,31.320516,121.489134
0210110624#,31.330627,121.601379
0210110685#,31.350861,121.495096
0210110697#,31.347445,121.594552
0210110785#,31.368,121.224496
0210110955#,31.352845,121.360741
0210111005#,31.342417,121.454864
0210111007#,31.321974,121.519129
0210111052#,31.327268,121.503518
0210111062#,31.346813,121.433306
0210111084#,31.356566,121.34772
0210111265#,31.331225,121.490768
0210111307#,31.383514,121.41817
0210111442#,31.323901,121.354254
0210111525#,31.386333,121.426236
0210111532#,31.331995,121.476093
0210111577#,31.317742,121.397443
0210111578#,31.344282,121.403679
0210111624#,31.358316,121.448542
0210111638#,31.357486,121.381435
0210111689#,31.33677,121.498629
0210111691#,31.336626,121.458072
0210111731#,31.362508,121.322262
0210111749#,31.327388,121.467422
0210111761#,31.34929,121.490231
0210111795#,31.346554,121.597116
0210111824#,31.330988,121.494823
0210111826#,31.359632,121.367751
0210111862#,31.347573,121.217381
0210111997#,31.359039,121.34804
0210112109#,31.326635,121.404517
0210112146#,31.317366,121.429604
0210112188#,31.330137,121.469334
0210112333#,31.336348,121.583622
0210112440#,31.323994,121.440213
0210112469#,31.331867,121.365495
0210112473#,31.329518,121.582568
0210112514#,31.326944,121.487857
0210112515#,31.339641,121.400128
0210112523#,31.324953,121.465055
0210112607#,31.374163,121.42512
0210112658#,31.323993,121.429721
0210112723#,31.315596,121.230346
0210112731#,31.347061,121.433187
0210112778#,31.374768,121.42559
0210112796#,31.336714,121.435455
0210112840#,31.370442,121.430936
0210112890#,31.36367,121.5708
0210112905#,31.326613,121.593231
0210112909#,31.324579,121.588084
0210112910#,31.333393,121.623498
0210112917#,31.357757,121.444547
0210112922#,31.384518,121.31272
0210112930#,31.345217,121.304831
0210112979#,31.337383,121.457524
0210113027#,31.339436,121.395057
0210113087#,31.33012,121.477009
0210113158#,31.341866,121.393298
0210113250#,31.336399,121.468163
0210113307#,31.355068,121.412886
0210113420#,31.360036,121.35165
0210113425#,31.357235,121.4057
0210113493#,31.334869,121.524459
0210113511#,31.337454,121.334581
0210113542#,31.329968,121.338238
0210113590#,31.323931,121.248937
0210113633#,31.323002,121.335987
0210113644#,31.318988,121.405375
0210113701#,31.320531,121.61713
0210113704#,31.32223,121.377631
0210113771#,31.336493,121.281935
0210113950#,31.332373,121.436097
0210114532#,31.359044,121.354832
0210114547#,31.363145,121.435351
0210114611#,31.352694,121.446584
0210114645#,31.351678,121.549218
0210115506#,31.389791,121.325462
0210115557#,31.368881,121.339092
0210115627#,31.367619,121.537897
0210115712#,31.388841,121.240278
0210115792#,31.388207,121.415961
0210115803#,31.349598,121.349869
0210115833#,31.348528,121.399074
0210115849#,31.338311,121.476933
0210115873#,31.320386,121.433777
0210115876#,31.366428,121.506772
0210116522#,31.3957,121.429713
0210116582#,31.39536,121.330059
0210116584#,31.328812,121.430366
0210116631#,31.345878,121.423607
0210116638#,31.321706,121.398006
0210116791#,31.325933,121.379531
0210116815#,31.335889,121.453832
0210116875#,31.393686,121.457633
0210116904#,31.340988,121.442847
0210116994#,31.346632,121.597032
0210117057#,31.331775,121.487161
0210117351#,31.361451,121.445082
0210117374#,31.376518,121.422521
0210117394#,31.345233,121.372768
0210117398#,31.322138,121.506855
0210121022#,31.328985,121.396424
0210121024#,31.392901,121.498146
0210121037#,31.321982,121.5192
0210121093#,31.352006,121.340706
0210121112#,31.334712,121.520568
0210121293#,31.375051,121.300687
0210121405#,31.339549,121.392737
0210121423#,31.344736,121.444913
0210121462#,31.358941,121.352399
0210121470#,31.368692,121.369242
0210121567#,31.368934,121.380119
0210121608#,31.334559,121.594031
0210121625#,31.396636,121.343366
0210121645#,31.35909,121.449311
0210121688#,31.338411,121.568605
0210121708#,31.339634,121.479908
0210121729#,31.337684,121.382631
0210121788#,31.390145,121.239504
0210121820#,31.318283,121.496874
0210121824#,31.350129,121.528106
0210121877#,31.394103,121.498345
0210121888#,31.366285,121.48535
0210121893#,31.366145,121.448107
0210121939#,31.378203,121.412555
0210121945#,31.325981,121.364939
0210121953#,31.328034,121.47594
0210122000#,31.328866,121.494801
0210122137#,31.327058,121.599838
0210122152#,31.383444,121.43698
0210122173#,31.33221,121.542033
0210122182#,31.331686,121.388835
0210122201#,31.356004,121.180016
0210122240#,31.387468,121.398385
0210122407#,31.351159,121.457443
0210122410#,31.376876,121.439207
0210122445#,31.331793,121.513258
0210122589#,31.375447,121.480343
0210122710#,31.339025,121.392454
0210122733#,31.348348,121.440776
0210122735#,31.383209,121.436848
0210122744#,31.343009,121.439883
0210122794#,31.32074,121.520336
0210122800#,31.328317,121.530759
0210122807#,31.326994,121.404734
0210122999#,31.370869,121.41271
0210123070#,31.360579,121.438895
0210123119#,31.346378,121.59361
0210123129#,31.329062,121.512556
0210123194#,31.32796,121.512376
0210123312#,31.322534,121.620717
0210123337#,31.378126,121.4405
0210123362#,31.331288,121.615931
0210123369#,31.336588,121.446908
0210123464#,31.347993,121.621024
0210123520#,31.385215,121.498585
0210123794#,31.3391,121.595839
0210123814#,31.359361,121.46477
0210123823#,31.382115,121.383213
0210123970#,31.338316,121.476959
0210123994#,31.324766,121.527328
0210124042#,31.341961,121.468784
0210124076#,31.349511,121.615531
0210124077#,31.372314,121.529961
0210124102#,31.365783,121.341474
0210124108#,31.377547,121.237864
0210124149#,31.393527,121.47582
0210124160#,31.35219,121.438057
0210124183#,31.396084,121.404409
0210124204#,31.360861,121.367453
0210124252#,31.343651,121.478048
0210124282#,31.371546,121.451415
0210124286#,31.336341,121.498287
0210124417#,31.379232,121.463333
0210124464#,31.349545,121.348498
0210124469#,31.374208,121.390899
0210124593#,31.365741,121.443442
0210124631#,31.387658,121.357438
0210124816#,31.325186,121.215072
0210124817#,31.321942,121.265196
0210124823#,31.366361,121.488547
0210124842#,31.343529,121.579584
0210124958#,31.343363,121.41405
0210125060#,31.355416,121.433581
0210125129#,31.342168,121.491751
0210125201#,31.360631,121.396666
0210125217#,31.360166,121.37444
0210125275#,31.383318,121.368652
0210125314#,31.335156,121.638159
0210125342#,31.322044,121.4558
0210125378#,31.328334,121.371711
0210125381#,31.375461,121.389258
0210125400#,31.334649,121.592684
0210125402#,31.395897,121.447818
0210125407#,31.359323,121.37999
0210125409#,31.340812,121.385475
0210125441#,31.339382,121.456659
0210125449#,31.324883,121.581215
0210125533#,31.327548,121.280414
0210125578#,31.324739,121.536789
0210125602#,31.325946,121.43552
0210125621#,31.353987,121.217683
0210125643#,31.379485,121.50162
0210125694#,31.347421,121.44317
0210125695#,31.322505,121.53107
0210125717#,31.370651,121.367891
0210125765#,31.369298,121.557807
0210125824#,31.32806,121.377867
0210125864#,31.321577,121.536688
0210125921#,31.367312,121.369305
0210125939#,31.348978,121.321105
0210125953#,31.333383,121.378473
0210125992#,31.335354,121.509734
0210126055#,31.396337,121.429011
0210126139#,31.33977,121.486828
0210126157#,31.352763,121.477504
0210126165#,31.340842,121.490624
0210126225#,31.391106,121.496059
0210126293#,31.318029,121.358883
0210126330#,31.355346,121.414382
0210126334#,31.330946,121.463441
0210126416#,31.378241,121.412785
0210126438#,31.336705,121.499078
0210126453#,31.358192,121.374676
0210126525#,31.356426,121.45589
0210126534#,31.354239,121.339033
0210126663#,31.372071,121.471528
0210126687#,31.352738,121.61462
0210126688#,31.370119,121.421121
0210126784#,31.362452,121.532115
0210126813#,31.314755,121.661135
0210126855#,31.322442,121.524108
0210126911#,31.335683,121.594144
0210126960#,31.390553,121.365319
0210127062#,31.362057,121.360135
0210127108#,31.365902,121.239217
0210127120#,31.350052,121.443574
0210127182#,31.328678,121.51973
0210127183#,31.337389,121.443538
0210127205#,31.328426,121.542372
0210127273#,31.371673,121.42165
0210127320#,31.390603,121.368844
0210127339#,31.347269,121.210048
0210127370#,31.377735,121.444877
0210127396#,31.353871,121.619795
0210127466#,31.386425,121.254401
0210127510#,31.352666,121.433973
0210127557#,31.330916,121.385171
0210127677#,31.389477,121.393216
0210127693#,31.337903,121.490842
0210127756#,31.368013,121.492482
0210127810#,31.350064,121.394157
0210127844#,31.365837,121.424012
0210127920#,31.378929,121.365967
0210127921#,31.387342,121.413825
0210128045#,31.333946,121.378682
0210128051#,31.326605,121.404509
0210128117#,31.321043,121.607153
0210128234#,31.37374,121.454359
0210128300#,31.334811,121.445809
0210128352#,31.338285,121.569223
0210128419#,31.383417,121.4516
0210128442#,31.317399,121.47596
0210128446#,31.320165,121.600525
0210128488#,31.348161,121.437986
0210128605#,31.326783,121.592905
0210128621#,31.342908,121.488188
0210128803#,31.310862,121.160338
0210128815#,31.318692,121.543522
0210128817#,31.323211,121.379392
0210128889#,31.344535,121.59946
0210128906#,31.331587,121.533139
0210128917#,31.378203,121.437922
0210128976#,31.355025,121.437404
0210129073#,31.379207,121.46363
0210129097#,31.393149,121.424123
0210129106#,31.339005,121.336342
0210129118#,31.350459,121.402741
0210129144#,31.386724,121.39812
0210129155#,31.33176,121.525621
0210129159#,31.381244,121.451533
0210129256#,31.327066,121.446855
0210129292#,31.351807,121.360927
0210129296#,31.313802,121.297234
0210129332#,31.323226,121.311867
0210129344#,31.385112,121.155281
0210129369#,31.383386,121.404843
0210129377#,31.323906,121.174119
0210129447#,31.333169,121.497922
0210129448#,31.328314,121.536569
0210129460#,31.3445,121.372871
0210129477#,31.36076,121.487503
0210129517#,31.337703,121.382688
0210129551#,31.343252,121.311781
0210129571#,31.328218,121.350208
0210129585#,31.324598,121.581538
0210129685#,31.317352,121.380087
0210129817#,31.358696,121.550259
0210129844#,31.338912,121.4225
0210129936#,31.344577,121.482514
0210129939#,31.328181,121.16883
0210130023#,31.327849,121.599806
0210130038#,31.334497,121.459037
0210130119#,31.379202,121.46377
0210130139#,31.330716,121.488094
0210130174#,31.317763,121.397481
0210130181#,31.320141,121.451456
0210130206#,31.347213,121.583034
0210130241#,31.345379,121.570063
0210130255#,31.333931,121.447342
0210130263#,31.374582,121.423049
0210130308#,31.350662,121.439586
0210130322#,31.32252,121.373362
0210130411#,31.351506,121.422813
0210130531#,31.390547,121.368944
0210130619#,31.328609,121.553634
0210130659#,31.390802,121.153145
0210130682#,31.353849,121.559556
0210130713#,31.348045,121.365169
0210130787#,31.352315,121.425115
0210130861#,31.368392,121.254257
0210130868#,31.324819,121.470889
0210130881#,31.378693,121.438316
0210130918#,31.368097,121.42425
0210130935#,31.329132,121.367269
0210130970#,31.373854,121.469783
0210130975#,31.346713,121.365629
0210131150#,31.366256,121.476403
0210131154#,31.345429,121.481885
0210131222#,31.350762,121.530505
0210131230#,31.344783,121.5695
0210131273#,31.34799,121.53275
0210131286#,31.352381,121.447274
0210131287#,31.319719,121.518034
0210131367#,31.334474,121.475267
0210131474#,31.335319,121.503187
0210131487#,31.351021,121.502331
0210131503#,31.319388,121.577763
0210131513#,31.375205,121.391634
0210131543#,31.323238,121.482139
0210131591#,31.361311,121.34776
0210131631#,31.364034,121.544292
0210131660#,31.32312,121.460519
0210131676#,31.389502,121.364781
0210131710#,31.3952,121.458474
0210131715#,31.340054,121.483104
0210131741#,31.332406,121.394906
0210131743#,31.317633,121.41267
0210131756#,31.323987,121.379738
0210131792#,31.337566,121.479941
0210131855#,31.333193,121.48057
0210131892#,31.332108,121.426084
0210131906#,31.336527,121.487942
0210131959#,31.379938,121.407673
0210131973#,31.357858,121.409895
0210131995#,31.359061,121.5228
0210132024#,31.362913,121.321981
0210132029#,31.330755,121.417731
0210132043#,31.371213,121.475569
0210132089#,31.316007,121.194799
0210132144#,31.331666,121.205863
0210132180#,31.330756,121.449069
0210132185#,31.361235,121.347823
0210132219#,31.333728,121.58959
0210132236#,31.326055,121.443427
0210132238#,31.315139,121.197276
0210132263#,31.319545,121.373466
0210132385#,31.377133,121.442482
0210132405#,31.319969,121.579076
0210132438#,31.367281,121.423954
0210132469#,31.320368,121.423426
0210132491#,31.388633,121.151932
0210132528#,31.339972,121.396526
0210132547#,31.334669,121.323372
0210132611#,31.374281,121.390972
0210132628#,31.337902,121.578692
0210132652#,31.368109,121.536189
0210132669#,31.352921,121.352829
0210132679#,31.318874,121.543216
0210132694#,31.318409,121.378456
0210132705#,31.332578,121.409518
0210132819#,31.335934,121.593391
0210132823#,31.329012,121.425105
0210132855#,31.3294,121.588431
0210132865#,31.354371,121.451929
0210132867#,31.316835,121.407772
0210132931#,31.33433,121.489744
0210132940#,31.320896,121.493648
0210132957#,31.329765,121.399583
0210133089#,31.346495,121.486304
0210133096#,31.322425,121.524223
0210133145#,31.320985,121.507742
0210133147#,31.317455,121.598267
0210133260#,31.333521,121.523428
0210133375#,31.357148,121.447653
0210133547#,31.330588,121.403441
0210133584#,31.335573,121.593993
0210133590#,31.379844,121.516837
0210133617#,31.351225,121.425585
0210133630#,31.352881,121.367267
0210133631#,31.347488,121.333577
0210133700#,31.371674,121.472167
0210133743#,31.333832,121.467916
0210133770#,31.332882,121.222718
0210133782#,31.337555,121.526617
0210133790#,31.347092,121.449687
0210133822#,31.35031,121.460345
0210133830#,31.352369,121.351213
0210133834#,31.342302,121.151649
0210133846#,31.322419,121.465191
0210133854#,31.330442,121.448697
0210133857#,31.324324,121.435207
0210133878#,31.333464,121.308086
0210133942#,31.348057,121.592513
0210133980#,31.374112,121.449952
0210134014#,31.316847,121.316904
0210134028#,31.341991,121.468814
0210134033#,31.330622,121.475151
0210134050#,31.337453,121.454955
0210134105#,31.330957,121.378623
0210134116#,31.325221,121.504351
0210134141#,31.366168,121.443333
0210134153#,31.342352,121.151648
0210134160#,31.342054,121.419215
0210134233#,31.332902,121.482044
0210134289#,31.355813,121.452193
0210134318#,31.367589,121.538704
0210134372#,31.334326,121.499358
0210134443#,31.316649,121.596235
0210134471#,31.319298,121.37272
0210134502#,31.35296,121.533471
0210134528#,31.348898,121.568221
0210134596#,31.360524,121.510982
0210134640#,31.336341,121.41984
0210134645#,31.349681,121.583041
0210134669#,31.329977,121.592256
0210134871#,31.370956,121.324034
0210134952#,31.325966,121.379393
0210134992#,31.335232,121.593812
0210134999#,31.337964,121.477478
0210135157#,31.332607,121.427656
0210135180#,31.324309,121.386317
0210135183#,31.348425,121.565643
0210135350#,31.359964,121.548556
0210135361#,31.372607,121.413615
0210135363#,31.380256,121.424293
0210135426#,31.395992,121.469258
0210135441#,31.350398,121.336906
0210135472#,31.324588,121.459204
0210135482#,31.317569,121.433685
0210135493#,31.380789,121.316015
0210135518#,31.371843,121.414213
0210135564#,31.372494,121.342736
0210135567#,31.354375,121.355926
0210135573#,31.332595,121.189684
0210135599#,31.350575,121.360502
0210135656#,31.327625,121.368774
0210135697#,31.357492,121.591722
0210135723#,31.391851,121.448615
0210135730#,31.344889,121.398915
0210135762#,31.338083,121.452831
0210135797#,31.394582,121.497639
0210135899#,31.365556,121.375702
0210135958#,31.365447,121.366784
0210135974#,31.366665,121.351773
0210136010#,31.357368,121.451875
0210136016#,31.393991,121.280216
0210136057#,31.327643,121.439504
0210136073#,31.3507,121.355068
0210138002#,31.351788,121.359925
0210138040#,31.328722,121.554343
0210138076#,31.387103,121.430799
0210138080#,31.343724,121.485503
0210138091#,31.388013,121.45037
0210138101#,31.371154,121.426063
0210138112#,31.366754,121.441599
0210138113#,31.327213,121.468264
0210138118#,31.327852,121.5445
0210138121#,31.322594,121.425311
0210138123#,31.332591,121.492108
0210138124#,31.380037,121.405003
0210138127#,31.350622,121.411474
0210138143#,31.315462,121.34483
0210138152#,31.352811,121.582039
0210138164#,31.339681,121.451919
0210138169#,31.35477,121.449561
0210138173#,31.326758,121.306097
0210138188#,31.333967,121.397816
0210138210#,31.324731,121.609449
0210138280#,31.39521,121.480249
0210138286#,31.349879,121.475117
0210138291#,31.395107,121.45308
0210138299#,31.326807,121.612838
0210138304#,31.328377,121.536508
0210138306#,31.343236,121.448579
0210138330#,31.367178,121.484196
0210138345#,31.336539,121.544654
0210138364#,31.33613,121.470981
0210138365#,31.372055,121.450465
0210138367#,31.33838,121.384309
0210138373#,31.317414,121.479988
0210138406#,31.38448,121.48469
0210138409#,31.326302,121.388026
0210138416#,31.355004,121.449903
0210138417#,31.322151,121.506876
0210138499#,31.321675,121.533896
0210138623#,31.347663,121.481764
0210138643#,31.373448,121.384337
0210138677#,31.340827,121.573329
0210138697#,31.336957,121.414408
0210138710#,31.340635,121.440251
0210138746#,31.320393,121.483516
0210138768#,31.316759,121.636018
0210138775#,31.329878,121.553804
0210138857#,31.345377,121.356226
0210138981#,31.355498,121.558435
0210138994#,31.370547,121.507974
0210139004#,31.334753,121.477258
0210139016#,31.336132,121.606823
0210139017#,31.375428,121.425211
0210139032#,31.335677,121.445033
0210139034#,31.325308,121.384422
0210139035#,31.319349,121.543638
0210139037#,31.327697,121.374297
0210139039#,31.362666,121.419923
0210139043#,31.345915,121.447391
0210139078#,31.346737,121.485018
0210139108#,31.339722,121.449295
0210139111#,31.332779,121.441047
0210139113#,31.331838,121.422693
0210139123#,31.327449,121.582602
0210139128#,31.332531,121.427756
0210139131#,31.343227,121.443095
0210139134#,31.347472,121.485111
0210139135#,31.322412,121.459663
0210139140#,31.34368,121.454869
0210139211#,31.341922,121.46883
0210139214#,31.36935,121.431132
0210139222#,31.367104,121.541355
0210139243#,31.389038,121.50517
0210139250#,31.358223,121.550017
0210139287#,31.328518,121.524639
0210139329#,31.351521,121.573072
0210139339#,31.328393,121.533763
0210139340#,31.319764,121.51799
0210139372#,31.333638,121.519817
0210139376#,31.330004,121.4555
0210139388#,31.329042,121.385018
0210139476#,31.321073,121.648034
0210139502#,31.340665,121.4645
0210139570#,31.32708,121.599874
0210139588#,31.330139,121.637347
0210139633#,31.329073,121.609693
0210139648#,31.328577,121.42869
0210139688#,31.334485,121.446129
0210139693#,31.339068,121.517522
0210139704#,31.328347,121.598578
0210139758#,31.328896,121.580844
0210139832#,31.318227,121.506187
0210139840#,31.376304,121.492591
0210139864#,31.33231,121.470966
0210139866#,31.361652,121.403602
0210139868#,31.351219,121.380298
0210139879#,31.344548,121.599355
0210139884#,31.347835,121.452316
0210139902#,31.326161,121.588436
0210139919#,31.339184,121.46327
0210139921#,31.331729,121.618166
0210140005#,31.339364,121.510183
0210140023#,31.334433,121.485165
0210140078#,31.351584,121.562971
0210140105#,31.345931,121.494357
0210140112#,31.344596,121.595306
0210140141#,31.349451,121.591022
0210140156#,31.325621,121.568828
0210140188#,31.358363,121.559104
0210140294#,31.334677,121.610636
0210140296#,31.327494,121.476996
0210140298#,31.333396,121.587342
0210140389#,31.319931,121.579029
0210140410#,31.347724,121.422242
0210140453#,31.331603,121.494546
0210140460#,31.340544,121.600133
0210140515#,31.39314,121.506234
0210140733#,31.343861,121.497364
0210140752#,31.325489,121.625781
0210140812#,31.344109,121.480563
0210140818#,31.32486,121.474825
0210140898#,31.322679,121.526939
0210140914#,31.372188,121.387697
0210140932#,31.331803,121.530407
0210141049#,31.343349,121.475256
0210141063#,31.323218,121.506756
0210141080#,31.324157,121.346199
0210141102#,31.322194,121.528092
0210141244#,31.388635,121.436673
0210141246#,31.331105,121.448459
0210141251#,31.342164,121.524677
0210141260#,31.324461,121.44058
0210141276#,31.336623,121.416157
0210141286#,31.357967,121.546498
0210141323#,31.358846,121.360489
0210141332#,31.351896,121.450337
0210141335#,31.336285,121.504029
0210141345#,31.367684,121.484716
0210141370#,31.340314,121.478752
0210141387#,31.336871,121.462045
0210141433#,31.362222,121.436197
0210141449#,31.342062,121.419234
0210141483#,31.32832,121.623591
0210141498#,31.339011,121.392426
0210141500#,31.334887,121.454917
0210141606#,31.334409,121.46917
0210141607#,31.320796,121.426542
0210141616#,31.31493,121.408296
0210141632#,31.327741,121.349
0210141640#,31.358796,121.448483
0210141645#,31.354566,121.129809
0210141652#,31.319243,121.543302
0210141665#,31.379978,121.40819
0210141668#,31.329389,121.450684
0210141670#,31.34611,121.353367
0210141678#,31.32248,121.45501
0210141699#,31.396597,121.423411
0210141729#,31.337398,121.623641
0210141737#,31.349239,121.583443
0210141782#,31.344857,121.544992
0210141791#,31.349305,121.460818
0210141794#,31.331948,121.526369
0210141816#,31.336975,121.437832
0210141829#,31.325979,121.446048
0210141851#,31.327937,121.455543
0210141853#,31.353506,121.575137
0210141859#,31.368978,121.465012
0210141902#,31.369906,121.536067
0210141918#,31.353117,121.454737
0210141931#,31.347236,121.449614
0210141956#,31.352275,121.447269
0210141980#,31.321694,121.527398
0210141981#,31.323272,121.613544
0210141985#,31.386609,121.392305
0210142010#,31.331524,121.422474
0210142033#,31.320921,121.573209
0210142049#,31.36468,121.467282
0210142051#,31.321725,121.53084
0210142055#,31.326675,121.464475
0210142071#,31.323276,121.460968
0210142075#,31.321589,121.461257
0210142078#,31.324397,121.536893
0210142085#,31.336583,121.487987
0210142087#,31.326872,121.438106
0210142108#,31.341211,121.464364
0210142109#,31.3333,121.42248
0210142114#,31.364954,121.172172
0210142118#,31.389083,121.505055
0210142125#,31.3676,121.431043
0210142132#,31.342229,121.491608
0210142133#,31.341034,121.426581
0210142166#,31.320102,121.611551
0210142209#,31.335359,121.446136
0210142215#,31.350907,121.458268
0210142227#,31.322418,121.635615
0210142233#,31.363954,121.377672
0210142238#,31.346881,121.456993
0210142269#,31.335332,121.548897
0210142314#,31.342571,121.470499
0210142315#,31.378745,121.438287
0210142327#,31.398355,121.39842
0210142367#,31.321674,121.527591
0210142380#,31.356246,121.376599
0210142386#,31.379421,121.424859
0210142389#,31.35182,121.36679
0210142428#,31.322704,121.526797
0210142431#,31.32233,121.471461
0210142445#,31.332627,121.513983
0210142490#,31.389032,121.45621
0210142495#,31.369508,121.487771
0210142504#,31.350475,121.494889
0210142507#,31.350109,121.492739
0210142559#,31.333946,121.491833
0210142570#,31.378818,121.457095
0210142593#,31.337312,121.449381
0210142625#,31.342938,121.568146
0210142626#,31.325025,121.351965
0210142691#,31.375451,121.442469
