bikeID,lat,lng
0210035454#,31.346435,121.588057
0210035521#,31.390699,121.369149
0210035628#,31.362902,121.449311
0210035644#,31.320942,121.493703
0210035678#,31.344247,121.523326
0210035683#,31.340149,121.51546
0210035728#,31.397034,121.432622
0210035819#,31.339879,121.510085
0210035826#,31.3666,121.530232
0210035920#,31.355593,121.449479
0210035939#,31.398942,121.503366
0210035947#,31.367868,121.465875
0210036063#,31.363761,121.356489
0210036080#,31.362272,121.424771
0210036083#,31.357206,121.362998
0210036102#,31.355516,121.46459
0210036152#,31.349194,121.490174
0210036206#,31.342883,121.491135
0210036240#,31.377962,121.479189
0210036300#,31.400498,121.194302
0210036319#,31.353346,121.369924
0210036377#,31.364968,121.495962
0210036385#,31.322339,121.620546
0210036398#,31.369511,121.540047
0210036456#,31.336218,121.383612
0210036504#,31.350588,121.457381
0210036524#,31.334035,121.470193
0210036556#,31.324061,121.352477
0210036667#,31.371323,121.531435
0210036685#,31.315617,121.329261
0210036687#,31.341785,121.417395
0210036690#,31.337425,121.479658
0210036750#,31.332042,121.425024
0210036795#,31.354037,121.44643
0210036817#,31.357002,121.363677
0210036836#,31.34213,121.449016
0210036840#,31.332921,121.502425
0210037111#,31.320243,121.470849
0210037163#,31.324771,121.577304
0210037253#,31.331195,121.364369
0210037292#,31.38683,121.43149
0210037327#,31.347104,121.396182
0210037336#,31.343586,121.487802
0210037357#,31.379082,121.42549
0210037421#,31.349231,121.340132
0210037422#,31.372153,121.448394
0210037498#,31.346861,121.379397
0210037540#,31.324009,121.345861
0210037755#,31.355326,121.413855
0210037757#,31.328504,121.495061
0210037809#,31.341865,121.468856
0210037858#,31.321669,121.456211
0210037888#,31.342179,121.41717
0210037980#,31.332681,121.507804
0210038027#,31.355159,121.302928
0210038044#,31.336072,121.425262
0210038149#,31.364092,121.279774
0210038151#,31.387764,121.370555
0210038189#,31.39264,121.446608
0210038208#,31.332389,121.394848
0210038288#,31.349461,121.493762
0210038336#,31.364727,121.345344
0210038367#,31.344558,121.35911
0210038537#,31.332532,121.47094
0210038540#,31.337175,121.465647
0210038567#,31.362023,121.37486
0210038578#,31.351888,121.579975
0210038682#,31.324806,121.577328
0210038715#,31.323988,121.62797
0210038717#,31.380028,121.464629
0210038761#,31.386154,121.337573
0210038798#,31.337734,121.443885
0210038892#,31.365365,121.377627
0210038934#,31.395512,121.342832
0210038979#,31.380138,121.479479
0210039076#,31.369118,121.432747
0210039110#,31.323853,121.448903
0210039199#,31.352306,121.44911
0210039250#,31.368453,121.439627
0210039364#,31.372059,121.52949
0210039394#,31.394498,121.498653
0210039455#,31.392945,121.499934
0210039484#,31.313682,121.158465
0210039517#,31.337784,121.496174
0210039528#,31.345674,121.565364
0210039529#,31.353289,121.362822
0210039571#,31.360175,121.512499
0210039589#,31.347112,121.499403
0210039629#,31.335992,121.505341
0210039681#,31.325882,121.439183
0210039707#,31.369429,121.470369
0210039777#,31.395901,121.470284
0210039808#,31.326029,121.364461
0210039838#,31.393059,121.447092
0210039872#,31.397889,121.410708
0210039924#,31.351898,121.453129
0210039946#,31.351554,121.396588
0210040016#,31.367515,121.130698
0210040136#,31.379041,121.527179
0210040168#,31.376498,121.456583
0210040197#,31.348952,121.352941
0210040241#,31.333923,121.408877
0210040350#,31.386899,121.499956
0210040387#,31.385581,121.445347
0210040400#,31.385699,121.250456
0210040518#,31.337208,121.462419
0210040527#,31.376429,121.414773
0210040566#,31.332826,121.324801
0210040592#,31.335825,121.494341
0210040705#,31.321929,121.521744
0210040727#,31.394451,121.450411
0210040746#,31.378497,121.440917
0210040757#,31.394683,121.504295
0210040799#,31.364891,121.365838
0210040824#,31.38422,121.3431
0210040828#,31.389463,121.234834
0210040874#,31.379044,121.527241
0210040981#,31.369551,121.4429
0210041027#,31.378641,121.499723
0210041052#,31.326867,121.515556
0210041067#,31.359054,121.35482
0210041108#,31.334633,121.594096
0210041210#,31.382644,121.45451
0210041236#,31.371297,121.486026
0210041238#,31.315246,121.165358
0210041291#,31.335787,121.468248
0210041335#,31.339098,121.322456
0210041358#,31.396714,121.502423
0210041372#,31.33981,121.397518
0210041387#,31.381964,121.554151
0210041474#,31.389099,121.358041
0210041481#,31.371583,121.420858
0210041482#,31.318109,121.478163
0210041501#,31.368345,121.225658
0210041527#,31.34806,121.56073
0210041574#,31.321457,121.540071
0210041584#,31.350052,121.530137
0210041634#,31.330203,121.506506
0210041715#,31.329549,121.299372
0210041802#,31.328606,121.393213
0210041877#,31.357638,121.410161
0210041919#,31.381257,121.479227
0210041953#,31.380728,121.382822
0210042092#,31.336736,121.43545
0210042129#,31.335957,121.485418
0210042159#,31.345412,121.508367
0210042211#,31.352513,121.299373
0210042348#,31.328676,121.519803
0210042351#,31.394981,121.290913
0210042366#,31.334825,121.257064
0210042397#,31.340279,121.594429
0210042488#,31.326188,121.489109
0210042531#,31.353906,121.547306
0210042560#,31.382564,121.488812
0210042563#,31.313451,121.114123
0210042604#,31.356854,121.363541
0210042611#,31.374327,121.414367
0210042636#,31.330779,121.488
0210042659#,31.396672,121.502587
0210042665#,31.371083,121.37226
0210042685#,31.339061,121.456832
0210042792#,31.355115,121.373971
0210042806#,31.35702,121.517775
0210042810#,31.339236,121.417314
0210042978#,31.37912,121.463398
0210043043#,31.329623,121.427408
0210043094#,31.338686,121.422474
0210043133#,31.372991,121.420033
0210043153#,31.375875,121.499925
0210043392#,31.333634,121.455825
0210043398#,31.321744,121.397982
0210043557#,31.340055,121.515502
0210043578#,31.366242,121.53772
0210043587#,31.318672,121.379622
0210043638#,31.373399,121.510751
0210043700#,31.390057,121.510443
0210043746#,31.353365,121.410576
0210043762#,31.343063,121.432821
0210043773#,31.362356,121.44347
0210043881#,31.358184,121.445259
0210043884#,31.330996,121.537322
0210043904#,31.337715,121.466393
0210043973#,31.317823,121.397483
0210044000#,31.340856,121.527744
0210044046#,31.377966,121.520393
0210044146#,31.34242,121.399587
0210044260#,31.317312,121.334508
0210044283#,31.379082,121.20085
0210044366#,31.332384,121.394854
0210044390#,31.366674,121.480542
0210044427#,31.342916,121.46335
0210044635#,31.322161,121.374307
0210044680#,31.330731,121.542239
0210044710#,31.36994,121.371552
0210044719#,31.373972,121.444058
0210044776#,31.335956,121.504177
0210044875#,31.331149,121.466169
0210044896#,31.346175,121.577675
0210044898#,31.378952,121.148607
0210044918#,31.350077,121.530134
0210044921#,31.318643,121.54274
0210045006#,31.348561,121.430852
0210045037#,31.34534,121.244973
0210045048#,31.354828,121.501426
0210045067#,31.38399,121.501443
0210045139#,31.364593,121.544852
0210045176#,31.391023,121.410678
0210045183#,31.369908,121.3258
0210045289#,31.32011,121.277957
0210045330#,31.359694,121.350992
0210045459#,31.325883,121.530229
0210045494#,31.334749,121.40298
0210045516#,31.379469,121.244879
0210045534#,31.334395,121.48976
0210045600#,31.366066,121.484071
0210045604#,31.354046,121.52451
0210045643#,31.3383,121.56775
0210045717#,31.355277,121.451451
0210045720#,31.379661,121.453776
0210045786#,31.327678,121.492247
0210045822#,31.393764,121.505975
0210045835#,31.404231,121.318821
0210045849#,31.392779,121.494497
0210045917#,31.37709,121.397495
0210046022#,31.33364,121.543414
0210046036#,31.366755,121.369586
0210046090#,31.392167,121.488341
0210046157#,31.37855,121.439579
0210046170#,31.337244,121.480737
0210046172#,31.342375,121.393145
0210046186#,31.33232,121.488929
0210046397#,31.361448,121.439102
0210046427#,31.37144,121.217358
0210046442#,31.378781,121.457059
0210046452#,31.388915,121.439556
0210046514#,31.365054,121.467082
0210046525#,31.336784,121.500218
0210046544#,31.32816,121.536594
0210046578#,31.318785,121.451432
0210046662#,31.327188,121.436794
0210046789#,31.33942,121.456696
0210046871#,31.345505,121.244926
0210046889#,31.332893,121.574877
0210046918#,31.35905,121.448879
0210046934#,31.356545,121.537206
0210046946#,31.358103,121.448819
0210046956#,31.363263,121.472102
0210046997#,31.330463,121.284486
0210047043#,31.332798,121.379923
0210047119#,31.331613,121.421418
0210047197#,31.357234,121.419365
0210047249#,31.32848,121.408158
0210047254#,31.350376,121.461027
0210047257#,31.321719,121.527659
0210047297#,31.363843,121.469181
0210047324#,31.347451,121.258029
0210047394#,31.324838,121.465095
0210047488#,31.329741,121.399534
0210047503#,31.331013,121.634732
0210047533#,31.322249,121.204981
0210047629#,31.34009,121.414323
0210047674#,31.339871,121.443912
0210047684#,31.3324,121.394848
0210047719#,31.350046,121.56837
0210047731#,31.391058,121.380373
0210047762#,31.355331,121.460196
0210047793#,31.367046,121.337706
0210047906#,31.395923,121.401574
0210047937#,31.374772,121.516463
0210047978#,31.394373,121.502568
0210047990#,31.34038,121.430153
0210048000#,31.320004,121.543585
0210048133#,31.362577,121.385507
0210048165#,31.33239,121.394867
0210048177#,31.351447,121.435945
0210048225#,31.322384,121.373409
0210048271#,31.358829,121.448427
0210048319#,31.391354,121.392842
0210048370#,31.395225,121.501791
0210048492#,31.317169,121.340151
0210048555#,31.340792,121.491835
0210048568#,31.330567,121.448826
0210048598#,31.321605,121.401208
0210048652#,31.332944,121.397012
0210048755#,31.343732,121.420656
0210048767#,31.319533,121.372785
0210048795#,31.379145,121.527513
0210048798#,31.328356,121.466241
0210048871#,31.351339,121.352726
0210048948#,31.343164,121.48142
0210048965#,31.338033,121.489856
0210049016#,31.369467,121.564206
0210049072#,31.389023,121.392732
0210049089#,31.319183,121.446767
0210049102#,31.338335,121.311106
0210049116#,31.390342,121.334599
0210049131#,31.326385,121.434432
0210049169#,31.390191,121.499795
0210049177#,31.366752,121.348868
0210049192#,31.317596,121.453033
0210049194#,31.358076,121.458094
0210049213#,31.346717,121.449303
0210049388#,31.392726,121.419465
0210049390#,31.390137,121.510292
0210049420#,31.346006,121.490973
0210049443#,31.389336,121.485961
0210049524#,31.328756,121.378258
0210049534#,31.325311,121.551975
0210049594#,31.350323,121.338746
0210049658#,31.338411,121.429047
0210049661#,31.357267,121.407532
0210049745#,31.323306,121.44033
0210049849#,31.328306,121.536541
0210049854#,31.334438,121.453424
0210049925#,31.381972,121.554198
0210049926#,31.392918,121.44107
0210049938#,31.39511,121.38771
0210049976#,31.381991,121.539748
0210050023#,31.338781,121.386259
0210050025#,31.363063,121.414478
0210050137#,31.390699,121.512826
0210050169#,31.32901,121.510752
0210050177#,31.375376,121.425344
0210050216#,31.366049,121.367295
0210050220#,31.321804,121.399636
0210050253#,31.329332,121.385138
0210050283#,31.345354,121.479734
0210050288#,31.357918,121.410189
0210050320#,31.332369,121.427733
0210050348#,31.340388,121.504699
0210050393#,31.387146,121.336363
0210050449#,31.332122,121.460053
0210050459#,31.370025,121.441093
0210050467#,31.372209,121.442557
0210050652#,31.380714,121.200628
0210050676#,31.329045,121.397239
0210050771#,31.372189,121.561657
0210050772#,31.36473,121.231181
0210050773#,31.347708,121.511816
0210050855#,31.369894,121.37158
0210050976#,31.332921,121.306216
0210051006#,31.394021,121.447792
0210051019#,31.320528,121.505966
0210051076#,31.325926,121.379414
0210051125#,31.319523,121.219931
0210051145#,31.326394,121.430961
0210051182#,31.395755,121.255024
0210051390#,31.363806,121.415337
0210051436#,31.320023,121.277814
0210051455#,31.32682,121.590579
0210051460#,31.368056,121.422183
0210051762#,31.376191,121.474075
0210051811#,31.363802,121.356426
0210051830#,31.337973,121.476572
0210051873#,31.351927,121.355974
0210051886#,31.378434,121.434179
0210051947#,31.328046,121.479821
0210052032#,31.326865,121.437968
0210052044#,31.328011,121.541321
0210052050#,31.396649,121.253293
0210052053#,31.315067,121.368472
0210052079#,31.359698,121.179602
0210052142#,31.336391,121.529582
0210052171#,31.340207,121.520294
0210052210#,31.347035,121.309347
0210052223#,31.334318,121.449262
0210052238#,31.37477,121.475146
0210052273#,31.370936,121.488708
0210052388#,31.374697,121.451595
0210052399#,31.339729,121.510495
0210052472#,31.356618,121.375565
0210052498#,31.338408,121.428898
0210052527#,31.342508,121.491208
0210052553#,31.347648,121.56303
0210052670#,31.377342,121.465564
0210052722#,31.328444,121.533277
0210052869#,31.338388,121.383106
0210052912#,31.347393,121.394512
0210053035#,31.360801,121.511561
0210053102#,31.340348,121.396328
0210053176#,31.39058,121.413719
0210053215#,31.366995,121.441925
0210053335#,31.372421,121.380779
0210053380#,31.347174,121.210417
0210053391#,31.330258,121.369609
0210053433#,31.328304,121.437341
0210053450#,31.318604,121.533749
0210053459#,31.352061,121.530442
0210053491#,31.321777,121.601774
0210053521#,31.346138,121.450905
0210053599#,31.343088,121.392693
0210053615#,31.359547,121.409231
0210053634#,31.326572,121.261256
0210053656#,31.361162,121.575135
0210053713#,31.377711,121.425246
0210053749#,31.338163,121.448169
0210053768#,31.362054,121.36089
0210053927#,31.366844,121.450828
0210054021#,31.343894,121.485516
0210054037#,31.343442,121.47233
0210054075#,31.383663,121.445333
0210054104#,31.369286,121.470469
0210054115#,31.362794,121.322315
0210054173#,31.361125,121.554587
0210054177#,31.366847,121.567532
0210054179#,31.317735,121.230425
0210054215#,31.364037,121.136445
0210054251#,31.380636,121.427101
0210054274#,31.325685,121.488523
0210054357#,31.348365,121.403113
0210054374#,31.313797,121.165583
0210054383#,31.379955,121.422436
0210054454#,31.331054,121.623901
0210054571#,31.35015,121.345951
0210054606#,31.353861,121.443165
0210054650#,31.319656,121.460027
0210054687#,31.393176,121.375545
0210054743#,31.329702,121.399521
0210054826#,31.349502,121.498643
0210054837#,31.37525,121.425803
0210054983#,31.335808,121.494595
0210055163#,31.32502,121.543824
0210055168#,31.357822,121.442789
0210055235#,31.344715,121.446374
0210055266#,31.331045,121.522459
0210055283#,31.368924,121.432008
0210055286#,31.3269,121.591977
0210055311#,31.383522,121.411712
0210055552#,31.360073,121.440234
0210055560#,31.394477,121.4967
0210055619#,31.359094,121.356555
0210055805#,31.349456,121.498597
0210055809#,31.398102,121.169854
0210055810#,31.320053,121.504046
0210055829#,31.325824,121.444342
0210055838#,31.395598,121.469209
0210055915#,31.354751,121.501594
0210055918#,31.376442,121.227579
0210055954#,31.33359,121.409925
0210055966#,31.328643,121.421372
0210056026#,31.329058,121.509404
0210056035#,31.377024,121.150477
0210056045#,31.350461,121.365714
0210056078#,31.343599,121.494642
0210056083#,31.345823,121.356345
0210056109#,31.380617,121.241099
0210056136#,31.322883,121.521615
0210056142#,31.388738,121.357184
0210056155#,31.316573,121.348279
0210056160#,31.348234,121.486235
0210056262#,31.321335,121.490378
0210056269#,31.346613,121.496866
0210056416#,31.363091,121.36528
0210056424#,31.33718,121.597144
0210056440#,31.375568,121.335991
0210056456#,31.390595,121.344015
0210056474#,31.339597,121.412861
0210056489#,31.372588,121.381338
0210056501#,31.382711,121.469781
0210056540#,31.319475,121.423605
0210056542#,31.35765,121.362469
0210056615#,31.352567,121.501463
0210056764#,31.369109,121.31066
0210056770#,31.342084,121.419309
0210056776#,31.371965,121.416357
0210056809#,31.341585,121.493735
0210056918#,31.39506,121.470984
0210056933#,31.355166,121.559573
0210056958#,31.330525,121.522752
0210056985#,31.317234,121.409699
0210056993#,31.333949,121.631055
0210057009#,31.320904,121.398277
0210057047#,31.321977,121.539631
0210057064#,31.329862,121.420348
0210057155#,31.33898,121.463146
0210057165#,31.34593,121.39964
0210057300#,31.327815,121.594629
0210057336#,31.400956,121.181141
0210057356#,31.382883,121.420259
0210057360#,31.329236,121.419552
0210057565#,31.330545,121.480677
0210057603#,31.360664,121.39663
0210057646#,31.344785,121.564376
0210057671#,31.383132,121.312496
0210057712#,31.394338,121.447832
0210057767#,31.340798,121.353063
0210057863#,31.32817,121.541303
0210057882#,31.344622,121.444982
0210057939#,31.339132,121.423106
0210057950#,31.317879,121.358891
0210057996#,31.340389,121.388209
0210058027#,31.346877,121.273275
0210058046#,31.325189,121.504362
0210058411#,31.347002,121.500838
0210058431#,31.337263,121.623501
0210058482#,31.354718,121.52451
0210058544#,31.369736,121.523143
0210058568#,31.321565,121.513541
0210058574#,31.385654,121.250279
0210058576#,31.32698,121.43686
0210058577#,31.338967,121.422549
0210058598#,31.37507,121.567796
0210058602#,31.354532,121.524203
0210058695#,31.357199,121.521693
0210058726#,31.321179,121.371546
0210058738#,31.338576,121.589949
0210058739#,31.367638,121.438953
0210058841#,31.344462,121.363768
0210058846#,31.331756,121.561769
0210058866#,31.338323,121.311252
0210059000#,31.355735,121.415279
0210059033#,31.343687,121.334471
0210059049#,31.318899,121.473173
0210059163#,31.324524,121.488972
0210059213#,31.331242,121.537816
0210059248#,31.346725,121.45398
0210059326#,31.33414,121.499331
0210059328#,31.339593,121.395045
